ATM54816;Город Москва Дорога МКАД 84 км Владение 3, стр. 1;;;;;;;;;;;;;;;;;;;
ATM54817;Область Тульская Город Тула Улица Фрунзе Дом 7-A;;;;;;;;;;;;;;;;;;;
ATM54818;Республика Саха /Якутия/ Город Нерюнгри Поселок городского типа Чульман Территория Аэропорт;;;;;;;;;;;;;;;;;;;
ATM54822;Республика Тыва Город Кызыл Улица Калинина Дом 5 А;;;;;;;;;;;;;;;;;;;
ATM54825;Край Пермский Город Пермь Проспект Комсомольский Дом 72;;;;;;;;;;;;;;;;;;;
ATM54826;Область Сахалинская Город Южно-Сахалинск Улица Чехова Дом 78;;;;;;;;;;;;;;;;;;;
ATM54827;Республика Тыва Город Кызыл Улица Ленина Дом 42;;;;;;;;;;;;;;;;;;;
ATM54831;Республика Калмыкия Город Элиста Улица Губаревича Дом 5;;;;;;;;;;;;;;;;;;;
ATM54838;Область Тульская Район Ленинский Деревня Варваровка Проезд Варваровский Дом 15;;;;;;;;;;;;;;;;;;;
ATM54844;Город Москва Проезд Багратионовский Дом 7;;;;;;;;;;;;;;;;;;;
ATM54854;Республика Хакасия Город Абакан Улица Аскизская Дом 155;;;;;;;;;;;;;;;;;;;
ATM54855;Республика Хакасия Город Абакан Улица Аскизская Дом 240;;;;;;;;;;;;;;;;;;;
ATM54861;Город Санкт-Петербург Проспект Большевиков Дом 27 А;;;;;;;;;;;;;;;;;;;
ATM54866;Край Приморский Город Фокино Улица Постникова Дом 7;;;;;;;;;;;;;;;;;;;
ATM54876;Республика Марий Эл Город Йошкар-Ола Улица Палантая Дом 63 В;;;;;;;;;;;;;;;;;;;
ATM54877;Край Приморский Район Черниговский Село Черниговка Улица Октябрьская Дом 75;;;;;;;;;;;;;;;;;;;
ATM54878;Область Саратовская Город Саратов Площадь Им Орджоникидзе Г.К. Дом 1;;;;;;;;;;;;;;;;;;;
ATM54882;Автономная область Еврейская Район Ленинский Село Ленинское Улица Кагыкина Дом 5;;;;;;;;;;;;;;;;;;;
ATM54893;Область Волгоградская Город Волгоград Проспект им В.И. Ленина Дом 46;;;;;;;;;;;;;;;;;;;
ATM54900;Край Красноярский Город Красноярск Улица Партизана Железняка Дом 1;;;;;;;;;;;;;;;;;;;
ATM54905;Область Новосибирская Город Новосибирск Проспект Красный Дом 161;;;;;;;;;;;;;;;;;;;
ATM54916;Край Хабаровский Город Хабаровск Улица Карла Маркса Дом 114;;;;;;;;;;;;;;;;;;;
ATM54917;Область Томская Город Томск Улица Ивана Черных Дом 96/1;;;;;;;;;;;;;;;;;;;
ATM54918;Область Ленинградская Район Всеволожский Город Всеволожск Шоссе Дорога Жизни 7-й км;;;;;;;;;;;;;;;;;;;
ATM54931;Область Иркутская Город Иркутск-45 Улица Молодежная Дом 10;;;;;;;;;;;;;;;;;;;
ATM54934;Край Красноярский Район Таймырский Долгано-Ненецкий Город Дудинка Улица Матросова Дом 14;;;;;;;;;;;;;;;;;;;
ATM54935;Область Астраханская Город Астрахань Улица Кубанская Дом 23/2;;;;;;;;;;;;;;;;;;;
ATM54939;Край Хабаровский Город Хабаровск Улица Суворова Дом 51;;;;;;;;;;;;;;;;;;;
ATM54941;Область Московская Район Домодедовский Город Домодедово Территория владение Склады 104 Строение 6/1;;;;;;;;;;;;;;;;;;;
ATM54942;Город Москва Улица Гурьянова Дом 83стр1;;;;;;;;;;;;;;;;;;;
ATM54951;Край Приморский Город Фокино Улица Клубная Дом 23;;;;;;;;;;;;;;;;;;;
ATM54952;Область Новосибирская Город Новосибирск Улица Нижегородская Дом 6;;;;;;;;;;;;;;;;;;;
ATM54954;Область Новосибирская Город Новосибирск Улица 25 лет октября Дом 22;;;;;;;;;;;;;;;;;;;
ATM54955;Область Астраханская Город Астрахань Улица Куйбышева Дом 69;;;;;;;;;;;;;;;;;;;
ATM54956;Область Рязанская Город Рязань Проспект Первомайский Дом 53/2;;;;;;;;;;;;;;;;;;;
ATM54957;Область Новгородская Город Великий Новгород Улица Большая Санкт-Петербургская Дом 39;;;;;;;;;;;;;;;;;;;
ATM54960;Республика Саха /Якутия/ Город Якутск Улица Дзержинского Дом 23;;;;;;;;;;;;;;;;;;;
ATM54962;Область Ростовская Город Ростов-на-Дону Улица Советская Дом 7/1;;;;;;;;;;;;;;;;;;;
ATM54968;Город Санкт-Петербург Улица Ярослава Гашека Дом 5;;;;;;;;;;;;;;;;;;;
ATM54969;Область Владимирская Город Владимир Улица Горького Дом 38А;;;;;;;;;;;;;;;;;;;
ATM54970;Область Иркутская Город Иркутск Улица Трактовая Дом 14Б;;;;;;;;;;;;;;;;;;;
ATM54972;Республика Тыва Город Кызыл Улица Бай-Хаакская Дом 1;;;;;;;;;;;;;;;;;;;
ATM54975;Область Тамбовская Город Мичуринск Улица Филиппова Дом 72;;;;;;;;;;;;;;;;;;;
ATM54977;Область Томская Район Чаинский Село Усть-Бакчар Улица Центральная Дом 38;;;;;;;;;;;;;;;;;;;
ATM54983;Область Челябинская Город Челябинск Улица Энгельса Дом 79;;;;;;;;;;;;;;;;;;;
ATM54985;Край Приморский Город Владивосток Улица Фадеева Дом 30;;;;;;;;;;;;;;;;;;;
ATM54988;Край Приморский Город Владивосток Улица Шуйская Дом 23-А;;;;;;;;;;;;;;;;;;;
ATM55025;Город Москва Шоссе Рублевское Дом 62;;;;;;;;;;;;;;;;;;;
ATM55028;Край Ставропольский Город Пятигорск Улица Теплосерная Дом 21а;;;;;;;;;;;;;;;;;;;
ATM55029;Область Томская Город Томск Проспект Ленина Дом 166;;;;;;;;;;;;;;;;;;;
ATM55037;Край Приморский Город Владивосток Улица Воропаева Дом 5;;;;;;;;;;;;;;;;;;;
ATM55040;Край Приморский Город Артем Улица Лазо Дом 44;;;;;;;;;;;;;;;;;;;
ATM55066;Область Брянская Город Брянск Улица Фокина Дом 108-А;;;;;;;;;;;;;;;;;;;
ATM55067;Город Москва Улица Гурьянова Дом 83стр1;;;;;;;;;;;;;;;;;;;
ATM55075;Область Московская Район Домодедовский Город Домодедово Деревня Чурилково Дом 7г;;;;;;;;;;;;;;;;;;;
ATM55077;Город Санкт-Петербург Проспект Ветеранов Дом 122;;;;;;;;;;;;;;;;;;;
ATM55081;Край Приморский Город Владивосток Улица Дальзаводская Дом 2 к. 4;;;;;;;;;;;;;;;;;;;
ATM55085;Область Новгородская Город Великий Новгород Улица Федоровский Ручей Дом 2/13;;;;;;;;;;;;;;;;;;;
ATM55090;Край Красноярский Город Норильск;;;;;;;;;;;;;;;;;;;
ATM55091;Край Красноярский Город Норильск Территория Рудник Таймырский;;;;;;;;;;;;;;;;;;;
ATM55092;Область Саратовская Город Вольск Улица Октябрьская Дом 108;;;;;;;;;;;;;;;;;;;
ATM55096;Область Новосибирская Город Новосибирск Улица Ползунова Дом 15 корп 1;;;;;;;;;;;;;;;;;;;
ATM55202;Город Москва Набережная Пресненская Дом 6 стр. 2;;;;;;;;;;;;;;;;;;;
ATM55228;Город Москва Шоссе Варшавское Дом 25 А стр.6;;;;;;;;;;;;;;;;;;;
ATM55238;Край Приморский Город Владивосток Проспект Красного Знамени Дом 91;;;;;;;;;;;;;;;;;;;
ATM55371;Край Хабаровский Район Вяземский Город Вяземский Улица Коммунистическая Дом 3;;;;;;;;;;;;;;;;;;;
ATM55384;Республика Калмыкия Город Элиста Улица Сухэ-Батора Дом 2;;;;;;;;;;;;;;;;;;;
ATM55396;Край Хабаровский Город Комсомольск-на-Амуре Улица Вагонная Дом 30;;;;;;;;;;;;;;;;;;;
ATM55405;Область Смоленская Город Смоленск Улица Тенишевой Дом 33;;;;;;;;;;;;;;;;;;;
ATM55409;Область Кемеровская Город Кемерово Проспект Ленинградский Дом 28 б;;;;;;;;;;;;;;;;;;;
ATM55411;Область Кемеровская Город Новокузнецк Улица Слесарная Дом 1а;;;;;;;;;;;;;;;;;;;
ATM55413;Республика Тыва Город Кызыл Улица Оюна Курседи Дом 159 А;;;;;;;;;;;;;;;;;;;
ATM55414;Республика Тыва Город Кызыл Улица Калинина Дом 10 а;;;;;;;;;;;;;;;;;;;
ATM55636;Область Белгородская Город Белгород Проспект Б.Хмельницкого Дом 111;;;;;;;;;;;;;;;;;;;
ATM55637;Республика Саха /Якутия/ Город Якутск Улица Ярославского Дом 37;;;;;;;;;;;;;;;;;;;
ATM55638;Город Москва Набережная Пресненская Дом 6 стр. 2;;;;;;;;;;;;;;;;;;;
ATM55640;Край Красноярский Город Норильск Улица Ленинградская Дом 3 Б;;;;;;;;;;;;;;;;;;;
ATM55641;Край Красноярский Город Норильск Улица Вокзальная Дом 28Г;;;;;;;;;;;;;;;;;;;
ATM55642;Край Красноярский Город Норильск Проспект Ленинский Дом 11;;;;;;;;;;;;;;;;;;;
ATM55643;Край Красноярский Город Норильск Улица Талнахская Дом 47;;;;;;;;;;;;;;;;;;;
ATM55906;Республика Тыва Город Кызыл Улица Калинина Дом 124 А;;;;;;;;;;;;;;;;;;;
ATM55907;Республика Тыва Город Кызыл Улица Ленина Дом 36;;;;;;;;;;;;;;;;;;;
ATM55908;Край Красноярский Город Красноярск Улица Ленина Дом 125;;;;;;;;;;;;;;;;;;;
ATM55918;Край Приморский Город Владивосток Улица Светланская Дом 106;;;;;;;;;;;;;;;;;;;
ATM55929;Город Москва Улица Таганская Дом 29 стр. 1;;;;;;;;;;;;;;;;;;;
ATM55930;Область Иркутская Город Иркутск Улица 3 Июля Дом 25;;;;;;;;;;;;;;;;;;;
ATM55931;Область Тамбовская Город Тамбов Улица Державинская Дом 28-13;;;;;;;;;;;;;;;;;;;
ATM55934;Республика Бурятия Район Закаменский Город Закаменск Улица Ленина Дом 23;;;;;;;;;;;;;;;;;;;
ATM55936;Область Астраханская Город Астрахань Улица Мелиоративная Дом 2;;;;;;;;;;;;;;;;;;;
ATM55938;Республика Калмыкия Город Элиста Микрорайон 1-й Дом 18;;;;;;;;;;;;;;;;;;;
ATM55941;Край Пермский Город Пермь Улица Мира Дом 41/1;;;;;;;;;;;;;;;;;;;
ATM55942;Область Томская Город Томск Улица Нахимова Дом 8/2;;;;;;;;;;;;;;;;;;;
ATM55951;Область Ростовская Город Ростов-на-Дону Улица Пойменная Дом 1;;;;;;;;;;;;;;;;;;;
ATM55955;Область Ивановская Город Иваново Улица Лежневская Дом 55;;;;;;;;;;;;;;;;;;;
ATM55960;Область Пензенская Город Пенза Улица Красная Дом 40;;;;;;;;;;;;;;;;;;;
ATM55963;Край Хабаровский Район Ванинский Поселок Монгохто Военная часть 40689;;;;;;;;;;;;;;;;;;;
ATM55968;Край Приморский Город Артем Улица Рабочая 1-я Дом 70;;;;;;;;;;;;;;;;;;;
ATM55970;Область Томская Город Томск Улица Пушкина Дом 63стр10;SLM расширенн.;Да;Пн-Пт 9:00 - 21:00;Lanit;Lanit;Владивосток;;;;;;;;;;;;;
ATM56001;Область Московская Район Мытищинский Деревня Шолохово Километр 1-й  автодороги Шолохово-Федоскино Владение 4 стр 2;;;;;;;;;;;;;;;;;;;
ATM56010;Край Хабаровский Город Хабаровск Улица Суворова Дом 25;;;;;;;;;;;;;;;;;;;
ATM56011;Край Хабаровский Город Хабаровск Улица Трехгорная Дом 98;;;;;;;;;;;;;;;;;;;
ATM56012;Область Тверская Город Тверь Улица Бебеля Дом 1;;;;;;;;;;;;;;;;;;;
ATM56021;Республика Саха /Якутия/ Улус Мирнинский Город Мирный Проспект Ленинградский Дом 19;;;;;;;;;;;;;;;;;;;
ATM56027;Город Москва Улица Академика Королева Дом 19;;;;;;;;;;;;;;;;;;;
ATM56031;Край Красноярский Город Красноярск Улица 30 Июля Дом 8;;;;;;;;;;;;;;;;;;;
ATM56035;"Город Москва Шоссе Каширское Дом 26	3";;;;;;;;;;;;;;;;;;;
ATM56038;Республика Калмыкия Город Элиста Улица Ленина В.И. Дом 249;;;;;;;;;;;;;;;;;;;
ATM56039;Край Красноярский Город Красноярск Проспект Мира Дом 19;;;;;;;;;;;;;;;;;;;
ATM56042;Область Самарская Город Самара Шоссе Московское (24 км) Дом 5;;;;;;;;;;;;;;;;;;;
ATM56043;Край Забайкальский Город Чита Улица Трактовая Дом 35 Б;;;;;;;;;;;;;;;;;;;
ATM56046;Область Самарская Город Самара Шоссе Московское (24 км) Дом 5;;;;;;;;;;;;;;;;;;;
ATM56047;Край Красноярский Город Красноярск Улица 9 Мая Дом 77;;;;;;;;;;;;;;;;;;;
ATM56048;Край Красноярский Город Норильск Улица Красноярская Дом 6;;;;;;;;;;;;;;;;;;;
ATM56051;Область Тверская Город Тверь Переулок Смоленский Дом 9;;;;;;;;;;;;;;;;;;;
ATM56052;Область Орловская Район Орловский Город Орел Шоссе Наугорское Дом 5;;;;;;;;;;;;;;;;;;;
ATM56057;Область Пензенская Город Пенза Улица Центральная Дом 1;;;;;;;;;;;;;;;;;;;
ATM56059;Область Пензенская Город Пенза Проспект Строителей Дом 90;;;;;;;;;;;;;;;;;;;
ATM56061;Область Астраханская Город Астрахань Улица Боевая Дом 25;;;;;;;;;;;;;;;;;;;
ATM56062;Край Пермский Город Пермь Улица Куйбышева Дом 85а;;;;;;;;;;;;;;;;;;;
ATM56064;Республика Хакасия Город Саяногорск Микрорайон Енисейский Дом 38;;;;;;;;;;;;;;;;;;;
ATM56066;Край Пермский Город Пермь Проспект Комсомольский Дом 72;;;;;;;;;;;;;;;;;;;
ATM56067;Область Смоленская Город Смоленск Улица 25 Сентября Дом 35-а;;;;;;;;;;;;;;;;;;;
ATM56070;Область Кемеровская Город Новокузнецк Проспект Авиаторов Дом 9;;;;;;;;;;;;;;;;;;;
ATM56071;Край Краснодарский Город Краснодар Улица Олимпийская / им. Тургенева Дом 8/135/1;;;;;;;;;;;;;;;;;;;
ATM56072;Автономная область Еврейская Город Биробиджан Улица Советская Дом 58;;;;;;;;;;;;;;;;;;;
ATM56077;Край Приморский Город Владивосток Улица Калинина Дом 204 б;;;;;;;;;;;;;;;;;;;
ATM56078;Область Иркутская Город Иркутск Улица Седова Дом 38/1;;;;;;;;;;;;;;;;;;;
ATM56080;Край Красноярский Город Норильск Дорога Норильск-Алыкель 11 Километр Дом 64;;;;;;;;;;;;;;;;;;;
ATM56082;Край Хабаровский Район Комсомольский Городок Комсомольск-31 Улица Авиационная Дом 12;;;;;;;;;;;;;;;;;;;
ATM56085;Область Московская Район Домодедовский Город Домодедово Территория Аэропорт Домодедово Территория Строение 7/1;;;;;;;;;;;;;;;;;;;
ATM56086;Область Брянская Город Клинцы Улица Ворошилова Дом 33;;;;;;;;;;;;;;;;;;;
ATM56087;Область Московская Город Дубна Улица Академика Балдина Дом 2;;;;;;;;;;;;;;;;;;;
ATM56089;Республика Башкортостан Район Уфимский Город Уфа Улица Менделеева Дом 137;;;;;;;;;;;;;;;;;;;
ATM56098;Край Приморский Город Партизанск Улица Ленинская Дом 26-А;;;;;;;;;;;;;;;;;;;
ATM56099;Область Амурская Город Зея Переулок Пушкина Дом 1;;;;;;;;;;;;;;;;;;;
ATM56123;Область Тюменская Город Тюмень Улица Мельникайте Дом 125/2;;;;;;;;;;;;;;;;;;;
ATM56558;Край Красноярский Город Норильск Улица Комсомольская Дом 31;;;;;;;;;;;;;;;;;;;
ATM56559;Край Красноярский Город Норильск Улица Талнахская Дом 56;;;;;;;;;;;;;;;;;;;
ATM56560;Край Красноярский Город Норильск Улица Промышленная зона Рудник Октябрьский Дом 1;;;;;;;;;;;;;;;;;;;
ATM56564;Область Московская Город Щелково Микрорайон Богородский Владение 9;;;;;;;;;;;;;;;;;;;
ATM56567;Автономная область Еврейская Город Биробиджан Улица Черноморска Дом 6;;;;;;;;;;;;;;;;;;;
ATM56574;Область Свердловская Город Екатеринбург Улица Кузнецова Дом 21;;;;;;;;;;;;;;;;;;;
ATM56575;Край Красноярский Район Богучанский Село Богучаны Улица Октябрьская Дом 80;;;;;;;;;;;;;;;;;;;
ATM56579;Край Забайкальский Город Чита Улица Шилова Дом 100;;;;;;;;;;;;;;;;;;;
ATM56580;Край Красноярский Город Норильск Площадь Металлургов Дом 10;;;;;;;;;;;;;;;;;;;
ATM56581;Республика Тыва Город Кызыл Улица Интернациональная Дом 117;;;;;;;;;;;;;;;;;;;
ATM56583;Республика Тыва Город Кызыл Улица Ленина Дом 42;;;;;;;;;;;;;;;;;;;
ATM60000;Республика Удмуртская Город Ижевск Шоссе Воткинское Дом 178 а;;;;;;;;;;;;;;;;;;;
ATM60001;Город Санкт-Петербург Улица Московская Б. Дом 8/2, лит. А;;;;;;;;;;;;;;;;;;;
ATM60002;Город Санкт-Петербург Бульвар Новаторов Дом 11а;;;;;;;;;;;;;;;;;;;
ATM60003;Край Приморский Город Уссурийск Улица Суханова Дом 55 б;;;;;;;;;;;;;;;;;;;
ATM60004;Край Красноярский Город Красноярск Улица Рязанская Дом 65г;;;;;;;;;;;;;;;;;;;
ATM60005;Город Москва Улица Чертановская Дом 1В корпус 1;;;;;;;;;;;;;;;;;;;
ATM60006;Край Красноярский Город Красноярск Улица Красной Армии Дом 3;;;;;;;;;;;;;;;;;;;
ATM60007;Республика Хакасия Город Абакан Улица Пушкина Дом 165;;;;;;;;;;;;;;;;;;;
ATM60008;Край Красноярский Город Минусинск Улица Ванеева Дом 2;;;;;;;;;;;;;;;;;;;
ATM60009;Область Калужская Город Обнинск Улица Гагарина Дом 15;;;;;;;;;;;;;;;;;;;
ATM60010;Край Красноярский Город Железногорск Улица Чапаева Дом 6;;;;;;;;;;;;;;;;;;;
ATM60011;Область Московская Район Красногорский Город Красногорск Улица Циолковского Дом 6;;;;;;;;;;;;;;;;;;;
ATM60012;Область Тамбовская Город Рассказово Проезд Куйбышевский Дом 2;;;;;;;;;;;;;;;;;;;
ATM60013;Область Владимирская Город Владимир Улица Разина Дом 30;;;;;;;;;;;;;;;;;;;
ATM60014;Область Нижегородская Город Нижний Новгород Шоссе Жиркомбината Дом 11;;;;;;;;;;;;;;;;;;;
ATM60015;Область Воронежская Район Борисоглебский Город Борисоглебск Улица Первомайская Дом 95;;;;;;;;;;;;;;;;;;;
ATM60016;Город Москва Проспект Ленинский Дом 81/2;;;;;;;;;;;;;;;;;;;
ATM60017;Область Свердловская Город Нижний Тагил Улица Мира Дом 52;;;;;;;;;;;;;;;;;;;
ATM60018;Область Амурская Город Благовещенск Улица Амурская Дом 187;;;;;;;;;;;;;;;;;;;
ATM60019;Город Москва Проспект Ленинский Дом 81/2;;;;;;;;;;;;;;;;;;;
ATM60020;Город Москва Улица Чертановская Дом 1В корпус 1;;;;;;;;;;;;;;;;;;;
ATM60021;Город Москва Шоссе Каширское Дом 122;;;;;;;;;;;;;;;;;;;
ATM60022;Область Самарская Город Тольятти Проспект Степана Разина Дом 19;;;;;;;;;;;;;;;;;;;
ATM60023;Область Московская Район Мытищинский Деревня Шолохово Километр 1-й  автодороги Шолохово-Федоскино Владение 4 стр 2;;;;;;;;;;;;;;;;;;;
ATM60025;Город Москва Площадь Измайловская Дом 1;;;;;;;;;;;;;;;;;;;
ATM60027;Край Пермский Город Пермь Улица Осинская Дом 16;;;;;;;;;;;;;;;;;;;
ATM60028;Город Москва Улица Смольная Дом 22;;;;;;;;;;;;;;;;;;;
ATM60029;Область Московская Район Мытищинский Деревня Шолохово Километр 1-й  автодороги Шолохово-Федоскино Владение 4 стр 2;;;;;;;;;;;;;;;;;;;
ATM60031;Город Москва Площадь Павелецкая Дом 2/2;;;;;;;;;;;;;;;;;;;
ATM60032;Область Калужская Район Боровский Село Ворсино Улица Лыскина Владение 1;;;;;;;;;;;;;;;;;;;
ATM60034;Республика Татарстан Город Казань Улица Сафиуллина Дом 16;;;;;;;;;;;;;;;;;;;
ATM60035;Край Красноярский Район Березовский Село Зыково Улица Линейная Дом 31/23;;;;;;;;;;;;;;;;;;;
ATM60037;Город Москва Улица Русаковская Дом 22-1;;;;;;;;;;;;;;;;;;;
ATM60038;Область Московская Город Химки Микрорайон 8;;;;;;;;;;;;;;;;;;;
ATM60039;Республика Хакасия Город Абакан Улица Пушкина Дом 165;;;;;;;;;;;;;;;;;;;
ATM60040;Область Ленинградская Район Всеволожский Город Всеволожск Улица Индустриальная Дом 6;;;;;;;;;;;;;;;;;;;
ATM60041;Город Санкт-Петербург Проспект Культуры Дом 41;;;;;;;;;;;;;;;;;;;
ATM60042;Город Санкт-Петербург Улица Советская 2-я Дом 17, лит. А;;;;;;;;;;;;;;;;;;;
ATM60043;Край Красноярский Город Красноярск Улица Взлетная Дом 59;;;;;;;;;;;;;;;;;;;
ATM60044;Область Московская Район Мытищинский Город Мытищи Шоссе Осташковсвкое Дом 1;;;;;;;;;;;;;;;;;;;
ATM60045;Область Астраханская Город Астрахань Проезд Аэропортовский Дом 1;;;;;;;;;;;;;;;;;;;
ATM60046;Край Красноярский Город Красноярск Улица Ладо Кецховели Дом 65 а;;;;;;;;;;;;;;;;;;;
ATM60048;Область Свердловская Город Екатеринбург Улица Чайковского Дом 56;;;;;;;;;;;;;;;;;;;
ATM60049;Область Волгоградская Город Волгоград Проезд Нефтяников Дом 14;;;;;;;;;;;;;;;;;;;
ATM60050;Город Москва Переулок Сусальный Нижний Дом 5 стр19;;;;;;;;;;;;;;;;;;;
ATM60051;Город Москва Шоссе Дмитровское Дом 9 б;;;;;;;;;;;;;;;;;;;
ATM60052;Город Москва Набережная Озерковская Дом 28стр2;;;;;;;;;;;;;;;;;;;
ATM60053;Область Московская Город Подольск Улица Серпуховская Б. Дом 45;;;;;;;;;;;;;;;;;;;
ATM60054;Область Смоленская Город Смоленск Проспект Гагарина Дом 10/2;;;;;;;;;;;;;;;;;;;
ATM60055;Область Челябинская Город Челябинск Улица Карла Маркса Дом 38;;;;;;;;;;;;;;;;;;;
ATM60056;Область Челябинская Город Челябинск Улица Карла Маркса Дом 38;;;;;;;;;;;;;;;;;;;
ATM60058;Город Москва Набережная Пресненская Дом 10;;;;;;;;;;;;;;;;;;;
ATM60059;Город Москва Набережная Пресненская Дом 10;;;;;;;;;;;;;;;;;;;
ATM60060;Город Москва Улица Шереметьевская Дом 60 А;;;;;;;;;;;;;;;;;;;
ATM60061;Республика Башкортостан Район Уфимский Город Уфа Улица Цюрупы Дом 145;;;;;;;;;;;;;;;;;;;
ATM60062;Республика Удмуртская Город Ижевск Улица Красноармейская Дом 159а;;;;;;;;;;;;;;;;;;;
ATM60063;Город Москва Улица Красная Пресня Дом 12;;;;;;;;;;;;;;;;;;;
ATM60064;Область Ростовская Район Аксайский Поселок Верхнетемерницкий Улица Обсерваторная Дом 13;;;;;;;;;;;;;;;;;;;
ATM60065;Область Воронежская Город Воронеж Проспект Революции Дом 37;;;;;;;;;;;;;;;;;;;
ATM60076;Город Москва Улица Красносельская Верхн. Дом 3 А;;;;;;;;;;;;;;;;;;;
ATM60077;Город Москва Дорога МКАД 65 км;;;;;;;;;;;;;;;;;;;
ATM60079;Республика Саха /Якутия/ Улус Алданский Город Алдан Улица Октябрьская Дом 2;;;;;;;;;;;;;;;;;;;
ATM60082;Область Калининградская Город Калининград Улица Куйбышева 91А;;;;;;;;;;;;;;;;;;;
ATM60084;Область Московская Район Ленинский Деревня Мамыри Шоссе Калужское Дом 1;;;;;;;;;;;;;;;;;;;
ATM60087;Город Москва Улица Сущевский Вал Дом 5 стр.1;;;;;;;;;;;;;;;;;;;
ATM60089;Область Курская Город Курск Улица Карла Маркса Дом 68;;;;;;;;;;;;;;;;;;;
ATM60091;Область Магаданская Город Магадан Улица Пролетарская Дом 43;;;;;;;;;;;;;;;;;;;
ATM60092;Область Мурманская Город Мончегорск Проспект Металлургов Дом 35;;;;;;;;;;;;;;;;;;;
ATM60093;Область Московская Район Красногорский Поселок городского типа Нахабино;;;;;;;;;;;;;;;;;;;
ATM60097;Область Московская Район Мытищинский Деревня Шолохово Километр 1-й  автодороги Шолохово-Федоскино Владение 4 стр 2;;;;;;;;;;;;;;;;;;;
ATM60099;Республика Тыва Город Кызыл Улица Тувинских Добровольцев Дом 10;;;;;;;;;;;;;;;;;;;
ATM60100;Область Астраханская Город Астрахань Площадь Вокзальная Дом 13 литер А;;;;;;;;;;;;;;;;;;;
ATM60101;Край Хабаровский Город Николаевск-на-Амуре Улица Александрова Дом 3;;;;;;;;;;;;;;;;;;;
ATM60102;Республика Татарстан Город Набережные Челны Проспект Мира Дом 24;;;;;;;;;;;;;;;;;;;
ATM60103;Край Приморский Город Владивосток Улица Сахалинская Дом 50;;;;;;;;;;;;;;;;;;;
ATM60104;Край Приморский Район Пожарский Поселок городского типа Лучегорск Микрорайон 3-й Дом 3;;;;;;;;;;;;;;;;;;;
ATM60105;Область Свердловская Город Екатеринбург Улица Маршала Жукова Дом 13;;;;;;;;;;;;;;;;;;;
ATM60208;Область Самарская Город Тольятти Улица Комсомольская Дом 76;;;;;;;;;;;;;;;;;;;
ATM60211;Город Москва Набережная Якиманская Дом 2;;;;;;;;;;;;;;;;;;;
ATM60212;Область Нижегородская Город Нижний Новгород Проспект Ленина Дом 93;;;;;;;;;;;;;;;;;;;
ATM60213;Область Сахалинская Город Южно-Сахалинск Улица Лермонтова Дом 110;;;;;;;;;;;;;;;;;;;
ATM60216;Город Москва Улица Вавилова Дом 3;;;;;;;;;;;;;;;;;;;
ATM60217;Город Москва Улица Таганская Дом 29 стр. 1;;;;;;;;;;;;;;;;;;;
ATM60218;Область Новосибирская Город Новосибирск Улица Фрунзе Дом 238;;;;;;;;;;;;;;;;;;;
ATM60222;Город Санкт-Петербург Шоссе Пулковское Дом 33;;;;;;;;;;;;;;;;;;;
ATM60224;Город Москва Проспект Мира Дом 124-8;;;;;;;;;;;;;;;;;;;
ATM60225;Город Москва Проспект Мира Дом 124-8;;;;;;;;;;;;;;;;;;;
ATM60227;Область Московская Район Дмитровский Город Дмитров Улица Промышленная Дом 37;;;;;;;;;;;;;;;;;;;
ATM60228;Город Москва Улица Дмитрия Ульянова Дом 7а;;;;;;;;;;;;;;;;;;;
ATM60229;Город Москва Улица Красносельская Верхн. Дом 3 А;;;;;;;;;;;;;;;;;;;
ATM60230;"Город Санкт-Петербург Проспект Дальневосточный Дом 16	1";;;;;;;;;;;;;;;;;;;
ATM60238;Область Новосибирская Город Новосибирск Улица Железнодорожная Дом 3;;;;;;;;;;;;;;;;;;;
ATM60239;Город Санкт-Петербург Площадь Балканская Дом 5;;;;;;;;;;;;;;;;;;;
ATM60240;Город Санкт-Петербург Улица Савушкина Дом 141 А;;;;;;;;;;;;;;;;;;;
ATM60241;Город Москва Проспект Маршала Жукова Дом 48 стр. 1;;;;;;;;;;;;;;;;;;;
ATM60242;Город Москва Проспект Маршала Жукова Дом 48 стр. 1;;;;;;;;;;;;;;;;;;;
ATM60243;Город Москва Проспект Ленинградский Дом 12;;;;;;;;;;;;;;;;;;;
ATM60244;Город Москва Проспект Ленинградский Дом 12;;;;;;;;;;;;;;;;;;;
ATM60246;Город Санкт-Петербург Улица Партизанская Дом 25;;;;;;;;;;;;;;;;;;;
ATM60249;Город Санкт-Петербург Улица Боровая Дом 47;;;;;;;;;;;;;;;;;;;
ATM60250;Область Нижегородская Город Нижний Новгород Улица Белинского Дом 63;;;;;;;;;;;;;;;;;;;
ATM60253;"Город Москва Улица Спасская Б. Дом 25	1";;;;;;;;;;;;;;;;;;;
ATM60254;Город Санкт-Петербург Улица Партизана Германа Дом 2, лит. А;;;;;;;;;;;;;;;;;;;
ATM60255;Область Амурская Город Зея Переулок Пионерский Дом 2;;;;;;;;;;;;;;;;;;;
ATM60256;Город Санкт-Петербург Дорога Торфяная Дом 7;;;;;;;;;;;;;;;;;;;
ATM60258;Город Москва Проспект Рязанский Дом 2;;;;;;;;;;;;;;;;;;;
ATM60259;Область Московская Район Одинцовский Деревня Марфино Владение 110;;;;;;;;;;;;;;;;;;;
